110.500000000	227.000000000	
112.500000000	225.500000000	
114.500000000	223.000000000	
116.500000000	221.500000000	
118.500000000	221.500000000	
120.500000000	220.500000000	
122.500000000	220.000000000	
124.500000000	219.000000000	
126.500000000	219.000000000	
128.500000000	219.000000000	
130.500000000	217.500000000	
132.500000000	216.000000000	
134.500000000	216.000000000	
136.500000000	216.000000000	
138.500000000	216.000000000	
140.500000000	216.000000000	
142.500000000	215.000000000	
144.500000000	215.000000000	
146.500000000	215.000000000	
148.500000000	214.000000000	
150.500000000	214.000000000	
152.500000000	214.000000000	
154.500000000	214.000000000	
156.500000000	214.000000000	
158.500000000	214.000000000	
160.500000000	214.000000000	
162.500000000	214.000000000	
164.500000000	214.000000000	
166.500000000	214.000000000	
168.500000000	214.000000000	
170.500000000	213.500000000	
172.500000000	212.500000000	
174.500000000	212.500000000	
176.500000000	212.500000000	
178.500000000	212.500000000	
180.500000000	212.500000000	
182.500000000	212.500000000	
184.500000000	212.500000000	
186.500000000	212.500000000	
188.500000000	212.000000000	
190.500000000	211.000000000	
192.500000000	211.000000000	
194.500000000	211.000000000	
196.500000000	211.500000000	
198.500000000	211.500000000	
200.500000000	211.500000000	
202.500000000	212.000000000	
204.500000000	211.500000000	
206.500000000	211.000000000	
208.500000000	211.000000000	
210.500000000	211.500000000	
212.500000000	211.000000000	
214.500000000	211.000000000	
216.500000000	211.000000000	
218.500000000	211.500000000	
220.500000000	211.500000000	
222.500000000	211.500000000	
224.500000000	211.500000000	
226.500000000	211.500000000	
228.500000000	211.500000000	
230.500000000	211.500000000	
232.500000000	211.500000000	
234.500000000	211.500000000	
236.500000000	211.000000000	
238.500000000	211.500000000	
240.500000000	211.500000000	
242.500000000	211.500000000	
244.500000000	212.500000000	
246.500000000	212.500000000	
248.500000000	212.500000000	
250.500000000	212.500000000	
252.500000000	212.500000000	
254.500000000	212.500000000	
256.500000000	212.500000000	
258.500000000	211.500000000	
260.500000000	212.500000000	
262.500000000	212.500000000	
264.500000000	213.000000000	
266.500000000	214.000000000	
268.500000000	214.000000000	
270.500000000	214.000000000	
272.500000000	214.000000000	
274.500000000	213.000000000	
276.500000000	214.000000000	
278.500000000	214.000000000	
280.500000000	214.000000000	
282.500000000	214.000000000	
284.500000000	214.000000000	
286.500000000	214.000000000	
288.500000000	214.000000000	
290.500000000	214.000000000	
292.500000000	214.000000000	
294.500000000	214.000000000	
296.500000000	214.500000000	
298.500000000	215.500000000	
300.500000000	215.500000000	
302.500000000	216.500000000	
304.500000000	216.500000000	
306.500000000	216.000000000	
308.500000000	217.000000000	
310.500000000	217.000000000	
312.500000000	217.000000000	
314.500000000	217.000000000	
316.500000000	217.000000000	
318.500000000	217.000000000	
320.500000000	217.000000000	
322.500000000	217.000000000	
324.500000000	217.000000000	
326.500000000	218.000000000	
328.500000000	219.500000000	
330.500000000	220.000000000	
332.500000000	220.500000000	
334.500000000	220.000000000	
336.500000000	220.000000000	
338.500000000	220.500000000	
340.500000000	221.500000000	
342.500000000	222.500000000	
344.500000000	222.500000000	
346.500000000	222.500000000	
348.500000000	222.500000000	
350.500000000	223.000000000	
352.500000000	223.500000000	
354.500000000	225.000000000	
356.500000000	225.000000000	
358.500000000	225.000000000	
360.500000000	225.000000000	
362.500000000	226.000000000	
364.500000000	228.000000000	
366.500000000	228.000000000	
368.500000000	228.500000000	
370.500000000	229.500000000	
372.500000000	229.500000000	
374.500000000	230.500000000	
376.500000000	231.500000000	
378.500000000	232.000000000	
380.500000000	233.000000000	
382.500000000	233.000000000	
384.500000000	233.500000000	
386.500000000	235.000000000	
388.500000000	236.000000000	
390.500000000	236.000000000	
392.500000000	237.500000000	
394.500000000	239.000000000	
396.500000000	239.000000000	
398.500000000	240.000000000	
400.500000000	240.500000000	
402.500000000	241.500000000	
404.500000000	242.000000000	
406.500000000	244.000000000	
408.500000000	244.000000000	
410.500000000	244.000000000	
412.500000000	244.500000000	
414.500000000	245.000000000	
416.500000000	246.500000000	
418.500000000	247.500000000	
420.500000000	248.000000000	
422.500000000	249.500000000	
424.500000000	250.000000000	
426.500000000	251.000000000	
428.500000000	252.500000000	
430.500000000	254.000000000	
432.500000000	254.500000000	
434.500000000	255.000000000	
436.500000000	255.000000000	
438.500000000	256.000000000	
440.500000000	257.500000000	
442.500000000	258.500000000	
444.500000000	259.000000000	
446.500000000	260.500000000	
448.500000000	261.500000000	
450.500000000	262.000000000	
452.500000000	263.000000000	
454.500000000	263.000000000	
458.500000000	266.000000000	
460.500000000	266.000000000	
462.500000000	266.000000000	
464.500000000	266.500000000	
466.500000000	268.000000000	
468.500000000	268.500000000	
470.500000000	269.500000000	
472.500000000	270.500000000	
474.500000000	271.500000000	
476.500000000	273.000000000	
478.500000000	275.000000000	
480.500000000	274.000000000	
482.500000000	274.500000000	
484.500000000	275.000000000	
486.500000000	275.500000000	
488.500000000	276.500000000	
490.500000000	277.500000000	
492.500000000	278.000000000	
494.500000000	278.000000000	
496.500000000	278.000000000	
498.500000000	279.000000000	
500.500000000	280.000000000	
502.500000000	282.500000000	
504.500000000	283.000000000	
506.500000000	284.000000000	
508.500000000	285.000000000	
510.500000000	285.000000000	
512.500000000	285.500000000	
514.500000000	287.000000000	
516.500000000	288.000000000	
518.500000000	289.000000000	
520.500000000	289.000000000	
522.500000000	289.500000000	
524.500000000	291.000000000	
526.500000000	293.000000000	
528.500000000	293.000000000	
530.500000000	293.000000000	
532.500000000	294.500000000	
534.500000000	296.000000000	
536.500000000	297.000000000	
538.500000000	298.000000000	
540.500000000	299.000000000	
542.500000000	300.000000000	
544.500000000	300.000000000	
546.500000000	301.000000000	
548.500000000	302.500000000	
550.500000000	304.000000000	
552.500000000	304.000000000	
554.500000000	305.500000000	
556.500000000	307.000000000	
558.500000000	308.000000000	
560.500000000	309.500000000	
562.500000000	310.500000000	
564.500000000	311.000000000	
566.500000000	311.000000000	
568.500000000	312.500000000	
570.500000000	314.500000000	
572.500000000	317.500000000	
574.500000000	319.000000000	
576.500000000	323.000000000	
